Filename                                                             Regions    Missed Regions     Cover   Functions  Missed Functions  Executed       Lines      Missed Lines     Cover    Branches   Missed Branches     Cover
libs/kernel/include/sen/kernel/source_info.h                               2                 0   100.00%           2                 0   100.00%           2                 0   100.00%           0                 0         -
libs/kernel/include/sen/kernel/test_kernel.h                               1                 0   100.00%           1                 0   100.00%           1                 0   100.00%           0                 0         -
libs/kernel/include/sen/kernel/tracer.h                                    5                 0   100.00%           5                 0   100.00%           8                 0   100.00%           0                 0         -
libs/kernel/include/sen/kernel/transport.h                                 6                 3    50.00%           6                 3    50.00%          14                11    21.43%           0                 0         -
libs/kernel/src/bootloader.cpp                                           158                40    74.68%          31                 1    96.77%         448               133    70.31%         114                43    62.28%
libs/kernel/src/bus/bus.cpp                                               80                20    75.00%          20                 3    85.00%         248                50    79.84%          72                20    72.22%
libs/kernel/src/bus/bus.h                                                  2                 0   100.00%           2                 0   100.00%           2                 0   100.00%           0                 0         -
libs/kernel/src/bus/containers.h                                          77                 5    93.51%          35                 1    97.14%         156                16    89.74%          42                 9    78.57%
libs/kernel/src/bus/generic_remote_object.cpp                             83                64    22.89%          18                13    27.78%         199               145    27.14%          59                45    23.73%
libs/kernel/src/bus/local_participant.cpp                                202                57    71.78%          34                 6    82.35%         506               140    72.33%         127                54    57.48%
libs/kernel/src/bus/local_participant.h                                    9                 3    66.67%           9                 3    66.67%          27                17    37.04%           0                 0         -
libs/kernel/src/bus/participant.h                                          2                 0   100.00%           2                 0   100.00%           2                 0   100.00%           0                 0         -
libs/kernel/src/bus/proxy_manager.cpp                                     52                 4    92.31%          14                 0   100.00%         160                12    92.50%          32                 7    78.12%
libs/kernel/src/bus/proxy_manager.h                                       10                 2    80.00%          10                 2    80.00%          34                 8    76.47%           0                 0         -
libs/kernel/src/bus/remote_interest_handler.h                             59                 5    91.53%          22                 1    95.45%         164                14    91.46%          32                 9    71.88%
libs/kernel/src/bus/remote_interest_manager.cpp                          108                15    86.11%          19                 2    89.47%         306                42    86.27%          70                19    72.86%
libs/kernel/src/bus/remote_interest_manager.h                             18                 0   100.00%          14                 0   100.00%          42                 0   100.00%           2                 1    50.00%
libs/kernel/src/bus/remote_participant.cpp                               559               135    75.85%         104                18    82.69%        1730               389    77.51%         407               135    66.83%
libs/kernel/src/bus/remote_participant.h                                  19                 7    63.16%          14                 3    78.57%          23                12    47.83%           4                 4     0.00%
libs/kernel/src/bus/session.cpp                                           70                19    72.86%          23                 2    91.30%         258                58    77.52%          42                19    54.76%
libs/kernel/src/bus/session.h                                              6                 2    66.67%           6                 2    66.67%           6                 2    66.67%           0                 0         -
libs/kernel/src/bus/session_manager.cpp                                   81                20    75.31%          29                 8    72.41%         215                64    70.23%          46                19    58.70%
libs/kernel/src/bus/session_manager.h                                      1                 0   100.00%           1                 0   100.00%           1                 0   100.00%           0                 0         -
